date,mkt,mtum,usmv,iwf,qual,vlue,size
2013-07-17,0.0031654423573381774,0.0043869756788079695,0.0017935899749663697,0.003030582451286845,0.000934969919388795,0.003116332236142272,0.0021989876452115364
2013-07-18,0.005500291368026877,0.0027535081725158506,0.0021971458176703873,0.0022918058844954015,0.0011582717570328693,0.007011060159740179,0.006364973610750724
2013-07-19,0.001168457099821829,0.0072538439742868555,0.0017326775581061327,-0.002166936841945799,-0.005157083997614054,0.0017534988074134894,0.00239136990783817
2013-07-22,0.002328238061553689,0.0009426491097872525,0.0007900052863551998,0.0024469285034500743,0.0020881324728385664,0.0026640264328683383,0.0012276728675564286
2013-07-23,-0.001648187475988827,-0.0031292208272644118,-0.0017279322636414296,-0.003688307559602144,-0.003168891044367572,-0.0006485434125075296,-0.0014718898204376663
2013-07-24,-0.004453983167700626,-0.0031743387851886906,-0.006449001945444399,-0.0018648187458357723,0.0001433645693771357,-0.004024719394742138,-0.006937832422429624
2013-07-25,0.004058355971177319,0.006384343841583595,0.002712254866423569,0.00470456158258159,0.0036159050462252207,0.0021904234276430845,0.0048217165975035226
2013-07-26,0.0001506619292213074,0.0034626766041550017,0.003658470015032611,0.0014577231802730406,0.0028873400574649377,6.38441724594152e-05,0.0009863097860418613
2013-07-29,-0.003874550104036256,-0.0025785073478867826,-0.0020208513208764822,-0.003478618498457875,-0.0033597224236499024,-0.0036669809928845387,-0.0027301917326917335
2013-07-30,0.0011457295909231835,-0.0009493113809395659,0.0006682094497301172,0.002656160789911599,0.0028190046365739185,-0.0001340867255644751,0.0013024645342176733
2013-07-31,0.00046112628041861115,-0.0022378303980957748,-0.0026897587393887035,-0.0002712135750969624,-0.0006978932316903386,0.001261936656691498,0.000623615751865314
2013-08-01,0.013359952603422043,0.009719793721674197,0.008303728098083996,0.01425031662491616,0.011160976305337966,0.013171599491732522,0.013559545980935672
2013-08-02,0.001438977984223877,0.004412478738503811,0.00021910685861481483,0.0029929156853325534,0.001906498847182192,0.0009886405420298505,0.0005959181940746738
2013-08-05,-0.0008425133760840975,-0.001931930685185712,-0.0012963137176736916,-0.0003744212930651969,-0.0007804998414372433,-0.0015562716065621318,-0.0018860511626068721
2013-08-06,-0.006658309729300482,-0.005264243429473625,-0.00344332931910174,-0.005975636151664299,-0.005225674788200907,-0.006608390974517375,-0.005352707224097308
2013-08-07,-0.0040593004833147095,-0.002310094289656228,-0.002909106903560832,-0.0040720920988307485,-0.004624460177374168,-0.0032993751954691897,-0.003454087417043894
2013-08-08,0.004480337686408875,0.0008770421015387164,0.0034536133354026166,0.004814483529793634,0.004156279949430131,0.004720043071686941,0.004519536711472982
2013-08-09,-0.002711777837153373,-0.0034551747598209337,-0.0020258486521732566,-0.0029626216739756517,-0.00266283515178789,-0.0032557181379665456,-0.001637833100394226
2013-08-12,-0.00046748036170773943,-0.0020701638937612454,-0.0016625086212664897,-0.00028016959090571003,-0.00010868435736222093,-0.0012564450525354154,-0.0022850297795903307
2013-08-13,0.0019283225987614117,0.0008030523610313978,-0.000666981496068253,0.002304729495417046,0.003502220058639427,0.00345003877453931,0.0005384511028494465
2013-08-14,-0.004924983153518969,-0.009599412706583932,-0.004652399111836125,-0.00603698453337409,-0.006037265742579789,-0.004313677300538443,-0.005825263009542003
2013-08-15,-0.014651536749543781,-0.017216200600740916,-0.013961522556620531,-0.01487370669813981,-0.014425554937270046,-0.014132082342733776,-0.014959832638769877
2013-08-16,-0.0031368853473691116,-0.004661995500283789,-0.006650135706210314,-0.002538690208258365,-0.0021130233336990045,-0.002739101051064008,-0.0046055452724727
2013-08-19,-0.006361919152385487,-0.002247391650254671,-0.004044337867714298,-0.003282751745376622,-0.0019350138211943202,-0.007872409058249041,-0.006044020273111905
2013-08-20,0.005646959369245197,0.004893255133850749,0.006192707763491345,0.004343958643377999,0.0033595246237927423,0.004826547601800346,0.006872549891342894
2013-08-21,-0.005717987559592519,-0.005566961902905065,-0.0063064912974585274,-0.004397806790702896,-0.0020588923786529767,-0.006311296026693003,-0.0072419944448074425
2013-08-22,0.00933472807646818,0.007232386615038111,0.005508343157541784,0.009527773639225856,0.009085971097213763,0.008132228354360116,0.008804601773879428
2013-08-23,0.004060278646115689,0.003810222031157995,0.006565252736457916,0.004869472782633055,0.004900760583183228,0.0042195403021660915,0.004024740168130592
2013-08-26,-0.0030385461338288122,-0.002331537885070678,-0.005312876996162674,-0.001558131292114795,-0.0029794944465293405,-0.00444919824299006,-0.004201167955613094
2013-08-27,-0.01700330566319097,-0.013939430959623689,-0.009572914609693783,-0.016790262451360616,-0.016329291941837853,-0.016510313307124935,-0.013644789647268007
2013-08-28,0.0029914733456264386,0.002240137897284722,-0.0006539403102679975,0.0026609977017399977,0.004736072924239609,0.0036761567760141833,0.0007654792048208403
2013-08-29,0.0033009488046833457,0.005119001939879242,0.0023529013183793968,0.0050357771877240776,0.0018753855709785494,0.0017699807086524189,0.0024392699112032457
2013-08-30,-0.00479361914411347,-0.0030415026947173684,-0.0019155285524841137,-0.004511903418705443,-0.0044669004884450025,-0.003151184989636957,-0.0035919374313772012
2013-09-03,0.0041441765037844025,0.0041456046320857975,-0.0013987108565113315,0.004909101318062659,0.003957549415125605,0.004381643648090128,0.0015391708318697184
2013-09-04,0.008324894507725888,0.0062915559621301576,0.004673345950125585,0.008019777050987775,0.007508619978693565,0.008586226493489724,0.0069074754165778796
2013-09-05,0.0016038920286978176,-0.0013578946677418324,-0.0017417395476474473,0.0019222815145854,0.0016927356161389184,0.0017105093835927399,0.00015713937180650284
2013-09-06,0.0005593453021941475,0.0001609739980903413,0.0026862006853582976,0.0007573812955843362,-0.000577072169597348,-0.00037518092070132347,0.0010583916757092027
2013-09-09,0.010959476299137183,0.007995127514721867,0.008305819034160722,0.010854706597880792,0.01119710563672216,0.009630038037292454,0.00973341699612651
2013-09-10,0.0076319644142037735,0.00562415769398239,0.005301534889272208,0.0073310125965688755,0.006481132821053448,0.0077265748210284535,0.007040206486051526
2013-09-11,0.0029493952916130883,0.005329569352537256,0.005110452645119112,0.0035999442465999287,0.0032487402836745005,0.0029065897780959915,0.0033821547154209153
2013-09-12,-0.003356525950446221,-8.095139535890805e-05,-0.002857411859233272,-0.0014860216648808766,-0.0015220422102095732,-0.0040340454113189095,-0.003358767890791814
2013-09-13,0.002817392972461752,0.0052561503575940804,0.0032891418641449732,0.002265133992256363,0.0029355198213831812,0.0030621457392081552,0.0034950687658428237
2013-09-16,0.005131547574055428,0.00722886954688895,0.006314290726244787,0.0045326315150096,0.00375360558437432,0.005516218318319499,0.006809148903357487
2013-09-17,0.005168451523143824,0.0020980932645271455,0.002777879014000728,0.005593907497825956,0.0044764174904261544,0.004580330976054592,0.0044439919865333355
2013-09-18,0.011704916644057484,0.012885652585788998,0.01607288808356122,0.01243683701359255,0.013743294508880233,0.01033004754781075,0.01339448870662907
2013-09-19,-0.0013898343922037482,-0.0015368360855756436,-0.0017571530310575012,0.0009311024897034059,0.0011246354613472231,-0.002894200407232539,-0.0017442164788318282
2013-09-20,-0.006831823762553757,-0.006334917130348949,-0.007282602656493609,-0.007013197310944519,-0.007636551825584426,-0.007496583059070749,-0.008285029199653904
2013-09-23,-0.0044739697736849715,-0.007433095424667746,-0.0030007423910219932,-0.004325031332293561,-0.0027432958166446753,-0.004921028893102974,-0.003208504552414726
2013-09-24,-0.0015090095880914145,-0.0032496247076744256,-0.0029365398451834945,-0.0013315317964840423,-0.0015936788923580636,-0.0023224795205709636,-0.0010289256248611212
2013-09-25,-0.006054937968153373,-0.008977990870100094,-0.011054371148069397,-0.0075754726736787514,-0.008155827645038971,-0.006133366478725866,-0.007800709124849314
2013-09-26,0.004120322897303019,0.006995073701663523,0.0035654779224632005,0.007102473820229216,0.004785016896118766,0.002069353755261405,0.0037953527782359497
2013-09-27,-0.003820137618311348,-0.0013947276914588747,-0.004523196579256039,-0.0033256973364790277,-0.0036028433338677335,-0.0041961280588616034,-0.004314948045624045
2013-09-30,-0.005128665273016031,-0.006253864406125298,-0.004108001733155842,-0.004861993469399195,-0.005651795202525678,-0.006131654830554667,-0.0037647927856064856
2013-10-01,0.00914651435032554,0.009308229685928593,0.0064196478452676065,0.009727980410076498,0.0072397845225571356,0.007898848218032217,0.008019142542790458
2013-10-02,-0.0009359246967968193,-0.0018229414385141363,-0.001930101338021628,-0.0015821299501750374,-0.00024703022689309684,0.00016532905320487679,-0.0014527998809570342
2013-10-03,-0.0091299598018314,-0.010114714021890459,-0.009498928979156274,-0.009062799937008537,-0.010270772018826535,-0.008596935826498675,-0.009350126850845908
2013-10-04,0.007198309378801948,0.00894367570280008,0.004811923936077767,0.007412035574102527,0.006178457945884341,0.0074720446918188355,0.00664413337530001
2013-10-07,-0.00895967679315679,-0.01059111986199035,-0.0060198600734433505,-0.009278176916411418,-0.008537503978529593,-0.008834960671257663,-0.007618391347601561
2013-10-08,-0.013311280071542697,-0.013890346609306659,-0.0068209952729910706,-0.015628426510507665,-0.014214298859305363,-0.011416319671685993,-0.009766901047770005
2013-10-09,-0.00038645825650440724,0.00015451112677600243,0.00038130440877193195,-0.0019394192030685042,-0.00027944315010497434,0.001839570881143393,0.0004412231003476652
2013-10-10,0.0222880706786579,0.02472164565056101,0.017886275084410208,0.022376793700064068,0.020062970559190818,0.02210511797886272,0.020837873170344468
2013-10-11,0.007086138338131542,0.006573042163037446,0.005737357743548888,0.006443019811039452,0.006694377803057483,0.006386013103087951,0.0061487283215819755
2013-10-14,0.0041378393126152435,0.004271686000303143,0.0020187816049794804,0.004759344317199821,0.005380364595941822,0.0038640194829788754,0.0021367771753417752
2013-10-15,-0.007231171146154569,-0.006658541382311811,-0.006840196955587019,-0.0068236919757824754,-0.006809745723723282,-0.007044188254626493,-0.008588085161617354
2013-10-16,0.013735384114456739,0.017470846191088407,0.016168062452821763,0.013585269923483523,0.01342341662384472,0.014303638951405073,0.013770440924193217
2013-10-17,0.007307203035305854,0.012727712605987929,0.010120542459473691,0.006095580646300558,0.004272184573566706,0.00720841793889293,0.00985533912363179
2013-10-18,0.00698992678540189,0.003912957859178778,0.002336606701292876,0.008716419155629485,0.009921891020938434,0.004941766268544701,0.003529729082514921
2013-10-21,-0.00015700852299838086,-0.0025348901767709986,-0.0009835402586000352,-8.883999940834109e-05,0.0007083890145798133,3.1090159117619365e-05,-0.0009039854166670303
2013-10-22,0.005333178543939887,0.011268998347583103,0.009712581381217777,0.005492825557403158,0.004680163575358165,0.005284985182386626,0.007750150771951958
2013-10-23,-0.004909701242345799,-0.0022992792499040293,-0.001360076810443922,-0.003926929843433125,-0.0017828206474613806,-0.005754679886427194,-0.003379579968641022
2013-10-24,0.003811369572458867,0.0020591306357757855,0.0005147767016016047,0.004746082229812654,0.003414409155847453,0.0028076698376100495,0.0015511612203722436
2013-10-25,0.0036681334535504373,0.0015100747311491691,0.004984052095334146,0.004652737348572522,0.0036961852583203836,0.0035912818229952848,0.004874737774723803
2013-10-28,0.0006621876984462816,0.0022072103305577073,0.002341726890479956,0.0007703459903345422,0.00269123350827849,0.00119699347856983,0.0007133198855493461
2013-10-29,0.005062147305834985,0.007241732153962843,0.004893686542147391,0.005349986362590542,0.0062679522592103964,0.0049596402710265775,0.004949457170944749
2013-10-30,-0.005818492406068798,-0.007410757374441412,-0.0056782283480518725,-0.00555237328974556,-0.0019742225679466596,-0.00423594440496633,-0.0066334169082735706
2013-10-31,-0.003455440545868549,-0.005179872303736288,-0.002661814381154981,-0.0023719183413648537,-0.0035454890998765087,-0.003712687460194597,-0.002059398798111567
2013-11-01,0.002197236492279764,0.004818604045250474,0.0027519179635719926,0.002339050488034955,0.0012651488803221422,0.002832203360848329,0.002713594737437708
2013-11-04,0.004433093866262006,-0.0004807341511540164,0.0025371929056192677,0.00299825410067478,0.004117973747663761,0.0044031248524329936,0.0038941650497748004
2013-11-05,-0.0028410581678603997,-0.002013786807742335,-0.002153651239306109,-0.0014403187959889374,7.66143854364909e-05,-0.003263745089863712,-0.0037952066685467134
2013-11-06,0.0031750110117723107,0.0004518533737649655,0.005573810944167201,0.002612113042773201,0.0049769170332201185,0.004978604884870563,0.004560062932436937
2013-11-07,-0.01409472340267226,-0.014760465154637137,-0.010420310015445078,-0.015283799619515981,-0.01347581054525171,-0.012375721864092526,-0.013429722023850732
2013-11-08,0.013646435025227,0.012036460228897594,0.006102821527844915,0.01146892484628892,0.01138704085235931,0.014712803413394981,0.009552658693481098
2013-11-11,0.0010314462081335574,-0.0008687696336416861,-5.121224742765662e-05,0.0008204964201388165,0.0010269583705078134,0.0011865137288256111,0.0009933347932262748
2013-11-12,-0.0019049337347377682,-0.0008865755996723124,-0.00030087662738531584,-0.0004452621672174084,0.0005350740649026076,-0.0030061061006141365,-0.0025322484435748027
2013-11-13,0.00886512641294579,0.008852971189494463,0.00681580416182892,0.00992482896599034,0.009709129220496715,0.008657803799675623,0.008122162884872663
2013-11-14,0.004474773776610208,0.0088616145996252,0.006886447999139067,0.005229878553867806,0.005402115052695944,0.004900377228943764,0.0058886485497344765
2013-11-15,0.00425171222446874,0.004741980014236535,0.003058765511583461,0.0036399833979903207,0.004877285091983596,0.004088414232950699,0.0037355530246543367
2013-11-18,-0.00488094809415196,-0.004741470640036605,-0.003491746328257994,-0.006061383910647811,-0.004317414990734236,-0.0033783374350485618,-0.004798347250599355
2013-11-19,-0.002744839286764611,-0.0022721456261699524,-0.0022965548540282432,-0.0035138344834039215,-0.0007406015759111595,-0.0015218175430878889,-0.004062291628228687
2013-11-20,-0.00339340403916899,-0.0011004379204648806,-0.0046886587330985385,-0.0037807294845083605,-0.002710183400529864,-0.00377490449773088,-0.004669979367274313
2013-11-21,0.009336530736384407,0.0068516084488541296,0.004302844311143028,0.008033426702294344,0.007817391721497646,0.008948275479439216,0.007572929824913199
2013-11-22,0.004975505824115878,0.010182392879624746,0.0033904909041140296,0.006299876008056371,0.004360720505654614,0.004940805578908192,0.00451012701021436
2013-11-25,-0.0014060805945276256,-0.0004078349028421302,-0.0014249674851717353,-0.0017796025884152522,-0.0005768805606642946,-0.0008833633291064347,-0.002031107204008342
2013-11-26,0.001242269527476303,-0.0008319683896551577,-0.0019263395233296565,0.0027092877391041714,0.001410404793703579,-0.000434264195853018,-0.0004490721798213748
2013-11-27,0.003030826359101235,0.0032808556449577253,0.0009025334437648969,0.0034962002203873244,0.0045880542453868856,0.003266645144666791,0.0018440885629966708
2013-11-29,-0.0006346743608517391,-0.001199724363306176,-0.0020686242285727907,0.0007034442641660199,0.00044574796171792386,-0.0012194777794902745,-0.0020276322268328872
2013-12-02,-0.003236577743153668,-0.0022153764470937976,-0.0036986969523855606,-0.003161122102554037,-0.0025604725489780655,-0.0018647112122680554,-0.0025153282755092654
2013-12-03,-0.0033130036113865335,-0.005875398162348722,-0.00202667702077719,-0.0028282264220571562,-0.003555377891009792,-0.003436831787877681,-0.002412827469507106
2013-12-04,-0.0009011615534648687,-0.001174397108119174,-0.003477156641302881,-0.001314391287489447,-0.001521034549249678,-0.0008302684526634296,-0.0016844230489970746
2013-12-05,-0.0033574900796716767,-0.0018132635094227911,-0.004435403493704637,-0.0019859209584146553,-0.002418014398419932,-0.00574562676236634,-0.003858421447153315
2013-12-06,0.010340283917740667,0.011081309857591481,0.013156122621448718,0.009040248509544657,0.009488046251561189,0.011528858116740981,0.012226249283150192
2013-12-09,0.0016536721718132252,0.0021111441843326695,-0.000544444559250179,0.0016527998389201937,0.0011488270250106236,0.0022174123593918793,0.0008268702349067958
2013-12-10,-0.0033074423716776824,-0.0009916317285066922,-0.005496830049625423,-0.003144155392230119,-0.004333520245141886,-0.0025679662773787637,-0.004160841536070103
2013-12-11,-0.012028021960867052,-0.013110988662562995,-0.009069580044964831,-0.009925475627904468,-0.009105554560930984,-0.011800303395853806,-0.011320508312361421
2013-12-12,-0.0024210934074948565,0.000363052734712932,-0.004897852961812332,-0.00339874999420986,-0.005321112704607445,-0.002681132242678297,-0.002884401271267434
