Date,IWF,MTUM,PBUS,QUAL,SIZE,USMV,VLUE
2002-05-30,0.0038273768500616256,-1.2957944478753092e-05,-0.002413934049204758,-0.003265817329252685,-0.002895894505847374,-0.0020230129971068322,0.00015706386670033545
2002-05-31,-0.005606554036027056,0.005790686926126831,0.0013704940829017964,0.0019462830394030295,0.00397819655766618,0.003256467829714449,0.003206187256266757
2002-06-03,-0.03022055396013046,-0.014736254649619362,-0.025542312606303574,-0.023297838679789518,-0.027786025327730335,-0.01857133424030477,-0.025716818292292887
2002-06-04,0.007441418982294445,-0.005712281666573893,0.0003928280435183673,0.0013905231425805908,-0.0010067493481602519,-0.0023640349224284263,-0.002887557826771081
2002-06-05,0.01223464869894375,0.009890747171433789,0.00890176819870403,0.0128779596050268,0.006710452051271298,0.0059410434025797265,0.005776787191881461
2002-06-06,-0.023033488963091764,-0.014617352320942634,-0.020218971087209603,-0.01821388810937319,-0.019575659545802093,-0.016848138618744235,-0.01975892598538409
2002-06-07,-0.00840342997987198,0.0034405549139497893,-0.002326149507350217,0.002389270522997977,0.00023176451400086506,0.0020852140739739955,-0.0004788188424423856
2002-06-10,0.004944297618897142,0.006830263562567662,0.0031078731989346853,0.00657578391067859,0.001315029696778769,0.005943771699776335,0.0021424925944018014
2002-06-11,-0.02202010332414117,-0.00979276890380143,-0.01783357976440736,-0.015546868523192314,-0.018943058235251553,-0.012737447592431672,-0.010494008491146012
2002-06-12,0.007665049517806333,0.0031798056441809663,0.007390890502508185,0.006339958388690059,-0.00026869782006821996,0.001982681294350419,-0.0023871598166975705
2002-06-13,-0.009508195031391775,-0.01144480885309307,-0.009867989143413136,-0.012237249965570629,-0.008948207849988399,-0.006990544987769631,-0.004961733613537578
2002-06-14,0.0016105554417567003,-0.0032612153352175044,-0.0018889055202770955,-0.0009882675220259651,-0.002863250944333151,-0.003546588929525085,-0.002647618449858613
2002-06-17,0.02447194419799259,0.02245010020181648,0.02868891390383732,0.024979462677954922,0.028629216680527758,0.022863529882307,0.024393115284136124
2002-06-18,0.007026118498569822,0.002429321074133073,0.0009503430616737418,-0.0005163013333780997,-0.0015086679908182798,0.004517652201752043,0.0025101490800845117
2002-06-19,-0.02511702124980919,-0.0025549735981599264,-0.01663305416115557,-0.014444736691887616,-0.015415275255043825,-0.01069914039865938,-0.011576228681162704
2002-06-20,-0.017652054562614206,-0.0076929031523066405,-0.014914420249274696,-0.011317401894201717,-0.016562127795801573,-0.008835492116680665,-0.013307461276618637
2002-06-21,-0.026711655867629136,-0.010939269281783237,-0.017882061668739735,-0.017706674737202777,-0.01441423163521427,-0.011457530168684338,-0.017045295715782727
2002-06-24,0.008482216311926027,-0.009477111080106071,0.003989527975116092,0.002723230637488472,-0.00026385842062337517,-0.003716432989835816,-0.008801417461760441
2002-06-25,-0.023256194799038954,-0.01688023599568511,-0.017476201821235327,-0.01696123849311193,-0.01880175810865692,-0.013012701772893043,-0.01942904104011489
2002-06-26,0.010385743452627993,-0.001754294278684343,-0.002842552511763352,0.003826617553075895,-0.009549302451271391,-0.0011956429964724569,-0.010976585294595664
2002-06-27,0.018550789078770613,0.00985745512316405,0.017361792447220026,0.016647400406592405,0.014435329256285323,0.013167616881124777,0.011758160883291735
2002-06-28,-0.010583133739649031,-0.0005871274352589051,-0.0006683945006522585,-0.0021609305125271927,0.006748741941435155,-0.0021108749409689542,0.01163120805703488
2002-07-01,-0.025372966589739754,-0.012974816531064803,-0.023039592640245687,-0.019211832916825045,-0.028878447246678762,-0.013418019794345204,-0.025529726574458733
2002-07-02,-0.02399196292323047,-0.014158745698695241,-0.020591953438669708,-0.018281318790177026,-0.027402683546214668,-0.016865416809616285,-0.0201208758105903
2002-07-03,0.009936936469680413,-7.250369416622604e-06,0.006414276067220781,0.0074836858189273325,0.0026109668135692043,-0.0007883975600442295,0.005695056666932485
2002-07-04,,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-05,0.0435007554179061,0.025101732587568648,0.03736037244473733,0.03249137596013574,0.03902650943109376,0.024511792648873154,0.03265982929094169
2002-07-08,-0.01687293525839828,-0.0014751545490376827,-0.012427695809499983,-0.011589482548465257,-0.015315960114426042,-0.006664903652772947,-0.007219989938353599
2002-07-09,-0.02877383280982604,-0.021457154003275414,-0.025380537180677232,-0.0222519762747867,-0.024055899243923373,-0.025060766864434925,-0.02073328277533293
2002-07-10,-0.031964230102450975,-0.029504710791381727,-0.03262233703099038,-0.0331760174042135,-0.029765864741713388,-0.030903328233852778,-0.0298328318639689
2002-07-11,0.012885752445421339,-0.003044444627644305,0.008659950336896038,0.003820538061011458,0.009900871612452233,0.001291362659663342,0.006448064784616125
2002-07-12,-0.0021204015275604338,-0.01282287067226695,-0.005669051994476648,-0.008708307018271744,-0.002422091659593395,-0.010355347987724417,-0.008487198169521704
2002-07-15,0.0031871647031165296,-0.007012034069712625,-0.0027954908884098018,-0.0057384570607660335,0.0002500744543076916,-0.002580684669311162,-0.00358681442293729
2002-07-16,-0.016680154884965326,-0.020008945852521776,-0.017248909393689393,-0.017475636412546902,-0.012915920280246684,-0.0173596976437429,-0.02265450743736308
2002-07-17,0.01211640681736137,0.005723312297861272,0.007168431857766944,0.003093282190755442,0.001664640789206695,0.004637197634331347,0.003655573033294335
2002-07-18,-0.03511530405184693,-0.02918225301139188,-0.02825986011635029,-0.03349626392960814,-0.02883031041927364,-0.03292158782012511,-0.023490124850334082
2002-07-19,-0.03887528195259815,-0.04426303818936239,-0.03724499652697455,-0.0346189696271505,-0.03384983791457585,-0.036674555594879976,-0.02772805213573637
2002-07-22,-0.01577786819378746,-0.01479474884876264,-0.03304270196137038,-0.03494640453619391,-0.027958283737915313,-0.024630898318329986,-0.03499903571491059
2002-07-23,-0.020985223010354104,-0.00900880308091323,-0.02773235402964891,-0.01425855312567903,-0.03323087171152117,-0.018222475864554055,-0.02841053202132915
2002-07-24,0.0657932040281608,0.058977288446526055,0.057713326406391374,0.06459849947249818,0.05311123823100483,0.055482935594997285,0.04756334570839771
2002-07-25,-0.018714367725077174,0.009881045335917271,-0.0066821886256521745,-0.0020886283769978586,-0.010697461400720254,0.013473904321680052,-0.006694343422061322
2002-07-26,0.013378498971024833,0.007949709050579568,0.018557483780963002,0.016788724687291978,0.008346043390018432,0.013607050647099328,0.013062897517835514
2002-07-29,0.06011244917516256,0.0458538420272987,0.05507159848143717,0.049884985219006195,0.05631187734093768,0.041234120578462985,0.051612831645766244
2002-07-30,0.009539347420092437,-0.004708156226160498,0.004837207648991537,0.0009441590486836127,0.008038307839437042,0.005825335405744925,0.004847554323786918
2002-07-31,-0.00026273455259040457,0.01656809692221395,0.010111126741605192,0.009589436243635063,-0.0009342438964127231,0.015919155348920633,0.009350852684197442
2002-08-01,-0.035704659918703974,-0.017889048125243057,-0.03060873096395722,-0.030921189581605946,-0.027229825899516613,-0.022688031926076158,-0.022967039731855432
2002-08-02,-0.023958569419783915,-0.01623838452497406,-0.022837504145860832,-0.018828973088101386,-0.02613234783635976,-0.017219494059547813,-0.023459166850650304
2002-08-05,-0.03319411020980245,-0.02528210049489299,-0.03466537681417148,-0.029672769954746325,-0.03513930818957167,-0.02679722921014016,-0.028331781938946476
2002-08-06,0.03981537679929126,0.022494433736399255,0.03013998412201735,0.025696567510143042,0.032943131716774765,0.02086011328635351,0.026774645542310793
2002-08-07,0.021087930957965018,0.01633369064328205,0.020527553205464066,0.0170724336479664,0.012473429054475904,0.017733138369111945,0.01556545899617956
2002-08-08,0.03287975726123027,0.027675539025478146,0.03359643734336193,0.028996647835777933,0.02850251730958786,0.02670055013812367,0.03281279347937627
2002-08-09,-0.0005258072844442907,0.0038666414333559107,0.0035945205420269133,0.0027823477081654335,0.002520996745233539,0.0037517308242749348,0.0028283478937400908
2002-08-12,-0.006580841970017737,-0.005767678055792813,-0.005042627923900533,-0.004726793177465272,-0.004472821226265022,-0.0036201542362539474,-0.005466990150103879
2002-08-13,-0.027557013583422996,-0.018029134510653355,-0.02241305258465187,-0.01931143878361674,-0.0239153708517843,-0.01833284549583858,-0.017891844120522138
2002-08-14,0.04659448701825042,0.02765278818819672,0.04044674241501167,0.042742463682106546,0.03648090354840505,0.031331889865128915,0.034085614027915545
2002-08-15,0.01536046999709395,0.00547320436456844,0.011394940786608743,0.00887947551581747,0.01420449347772057,0.006339847110755414,0.011832918745964704
2002-08-16,0.0012816537819859697,-0.002335398965379598,-0.000991130962724851,4.9789198319105665e-05,0.001706838805705324,-0.002891886442878633,0.0025056022568588077
2002-08-19,0.02356010797406105,0.013130644784638434,0.023808343222480932,0.021096009769326463,0.02123649802814609,0.016195223798175507,0.023844651850220888
2002-08-20,-0.013260091837526855,-0.010123521258622259,-0.014118621519089158,-0.013805922988441077,-0.012501399705711513,-0.010199170700456395,-0.012267339728245119
2002-08-21,0.011663313339818737,0.0061575100861666066,0.013308852355698786,0.009685917628587948,0.015056313907391372,0.01119188345638289,0.012785209293255217
2002-08-22,0.01804443865549521,0.009551718092357442,0.014106552901751224,0.0157371104670454,0.018257023539490325,0.01211571878702733,0.015559410407688823
2002-08-23,-0.02954167978957789,-0.016148548846684263,-0.023188488274602514,-0.02038488189430876,-0.02317267638039855,-0.01731833759721524,-0.02316066036704345
2002-08-26,0.006088678256997104,0.008612754626940333,0.007763873497021789,0.00539367482438724,0.010298414647886167,0.008663297096266787,0.006985110987284493
2002-08-27,-0.019415692680498253,-0.004971729498625677,-0.014577002162397878,-0.01580109433670751,-0.016636760183762478,-0.009466443823963888,-0.01229560264230789
2002-08-28,-0.014399142412997334,-0.013712597900207735,-0.018214333321255216,-0.015564342269192899,-0.020832527828885894,-0.011050471548070706,-0.016740815129349218
2002-08-29,-0.0007825753405310554,-0.001983758118888068,-0.0001420618163791021,0.0009801822016897166,0.0015441753461369334,-0.004007865370085462,0.0009536296235597153
2002-08-30,-0.006527832255084243,0.0068921746109951165,-0.002293638198860859,-0.0022594488588404404,-0.003339130537702073,0.0007929590833328781,-0.0013039481373214867
2002-09-02,,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-03,-0.0365307286783364,-0.029320787577517105,-0.04250431302109203,-0.04040875048906567,-0.03844448128209699,-0.0359433008743818,-0.03766391083530418
2002-09-04,0.01991293122589788,0.012339047801820158,0.017844870337070162,0.018651727399284557,0.016966374751763658,0.012572094748950713,0.015948005364171625
2002-09-05,-0.015244781873345548,-0.003693958159383337,-0.016340137488277895,-0.016613081200677504,-0.015600900915592075,-0.006800521518875113,-0.01369917563776013
2002-09-06,0.014394914112900947,0.012600228250029932,0.017105262474534033,0.01708498721029028,0.01826138143582945,0.00940452812066872,0.012695487741198441
2002-09-09,0.016064143255026364,0.008108716702997842,0.009812832620240464,0.01049453069142614,0.008351918184619667,0.008976026459145414,0.010276210513932016
2002-09-10,0.0031618387723535424,-0.0008162758403585935,0.0073025830364985556,0.01012256130000222,0.004551282631860776,0.0015002893915856408,0.004309039644015744
2002-09-11,0.0,-0.00031979223111766597,9.849011656282158e-05,-0.0014061011340645857,0.001777027262336528,-0.0005027835658689694,0.0025008462597897463
2002-09-12,-0.02259035190604841,-0.016837894498385353,-0.025075831105614843,-0.02375935080808822,-0.023740282577176308,-0.01887076304929003,-0.022804168912998635
2002-09-13,0.0006997927470733245,0.005155454366453371,0.0027156817201143824,0.0075338084395562,0.0020568505561122663,0.003942264915999694,0.003210601996611384
2002-09-16,0.002421062050321554,0.004553906943098207,0.0017368397576444927,0.0021382729361592023,-0.004399601407017006,0.0029137870416633405,2.2200906094616002e-05
2002-09-17,-0.016370865059011086,-0.01950558697684235,-0.019969536238655383,-0.02065254502777636,-0.021016271722236413,-0.025625251478046174,-0.019479113569650264
2002-09-18,-0.014461166913117163,-0.0024596808506617274,-0.0045774708130222885,-0.0028327654767364985,-0.004295384381618694,0.001983219869664543,-0.00783280506308992
2002-09-19,-0.01716520989180159,-0.023631723043506914,-0.030828245319905023,-0.03125778648115729,-0.031216446605928483,-0.025616645084631573,-0.039666936759100935
2002-09-20,-0.008168854122029945,0.005350289811916431,0.001748449520722728,-0.0006919472804818305,0.002734504392314152,0.002907869606578073,0.001500986575343255
2002-09-23,-0.008520068752697174,-0.00557892504358648,-0.01325872812346629,-0.015349633538932483,-0.01780784204966568,-0.008031964677786663,-0.013808682220319057
2002-09-24,-0.012890453904037757,-0.021671107921294674,-0.017693133282475904,-0.01662254646884831,-0.022065732441546748,-0.0182420310067537,-0.028138541502424896
2002-09-25,0.02495668954127983,0.017360682957743068,0.025352265495597104,0.02098210795737465,0.02728095096409855,0.016421635698307346,0.019952020290244343
2002-09-26,0.011607573791332593,0.022510262768861145,0.017944664513540598,0.018557428252235608,0.018880098347089147,0.02344575010647909,0.019503064371892087
2002-09-27,-0.027707406988301764,-0.018658777110452607,-0.03296410487802881,-0.03297501325456842,-0.026385500069245893,-0.030714272314650404,-0.029721213050990736
2002-09-30,-0.013241381650979767,-0.01031712525257622,-0.014335142273663726,-0.01688563895829709,-0.01323352853175841,-0.011553247334367356,-0.012038536426320245
2002-10-01,0.03179641124896748,0.028347877272259625,0.040923783204502184,0.04160693595492582,0.03260672623545524,0.03467661535359823,0.034882664673069774
2002-10-02,-0.015266535702903816,-0.019615917277298722,-0.023295194423726295,-0.025068100403530802,-0.026767848667327954,-0.02088840657997948,-0.023323529880747373
2002-10-03,-0.011771439677948026,-0.014908805854558449,-0.010875740162182068,-0.007456825796360866,-0.013709053642168345,-0.005137221355460686,-0.009963786211047876
2002-10-04,-0.02382359951643731,-0.018087483294426332,-0.022826163689361634,-0.02280725569910902,-0.02514626050685198,-0.022002280097105142,-0.030874557226459265
2002-10-07,-0.0104163894743029,-0.02067208552760924,-0.019143709736082037,-0.013195149430562547,-0.024115985529718387,-0.01589480791367759,-0.01966280736366699
2002-10-08,0.01804490193216135,0.01592547328887428,0.016523590822553835,0.02661116435487143,0.011315710791510725,0.009910819907423818,0.006836565025417185
2002-10-09,-0.023338160890747472,-0.028537156549808484,-0.026896545374659908,-0.02769506155698498,-0.03160724649644575,-0.031621264524358206,-0.030858608956114697
2002-10-10,0.02540851499131591,0.02485383674815722,0.03570684911367539,0.03740199574416958,0.03946086937280047,0.0319413186648938,0.03841443765312058
