mu,P,sim,HMM_BAC,Jump_BAC,SparseJump_BAC,Jump_Lambda,Sparse_Lambda,Sparse_Kappa
0.5,60,8,1.0,1.0,1.0,5.878016072274912,10.0,3.0756820592045644
0.5,60,9,0.70525956284153,0.7619535519125683,1.0,0.701703828670383,10.0,4.113523088806847
0.5,150,0,0.526,1.0,1.0,142.51026703029993,100.0,1.0
0.5,150,1,1.0,1.0,1.0,5.878016072274912,10.0,3.5955650878267438
0.5,150,2,0.9907859078590786,0.9944444444444445,0.9944444444444445,5.878016072274912,31.622776601683793,1.8651883626089147
0.5,150,3,0.38979591836734695,0.7969387755102041,0.9989795918367347,17.012542798525892,10.0,5.325941813044573
0.5,150,4,1.0,1.0,1.0,2.030917620904737,10.0,3.5955650878267438
0.5,150,5,0.9127155172413793,1.0,1.0,5.878016072274912,10.0,4.460753450435659
0.5,150,6,1.0,1.0,1.0,2.030917620904737,10.0,2.7303767252178295
0.5,150,7,0.7668371696504689,0.9886128364389234,1.0,5.878016072274912,10.0,3.5955650878267438
0.5,150,8,1.0,1.0,1.0,2.030917620904737,10.0,3.5955650878267438
0.5,150,9,0.29508196721311475,0.9979508196721312,0.9989754098360656,17.012542798525892,31.622776601683793,1.8651883626089147
0.5,300,0,0.598,1.0,1.0,142.51026703029993,100.0,1.0
0.5,300,1,0.9986225895316805,1.0,1.0,5.878016072274912,10.0,3.5108473962598117
0.5,300,2,0.9853658536585366,1.0,1.0,5.878016072274912,10.0,4.766271094389717
0.5,300,3,0.7040816326530612,0.9908163265306122,0.9979591836734694,17.012542798525892,10.0,4.766271094389717
0.5,300,4,0.9958117639175085,0.9958117639175085,0.9974619289340101,5.878016072274912,31.622776601683793,2.255423698129906
0.5,300,5,0.3672174329501916,0.9956896551724138,1.0,17.012542798525892,10.0,4.766271094389717
0.5,300,6,0.9872979214780601,1.0,1.0,5.878016072274912,31.622776601683793,2.255423698129906
0.5,300,7,0.6330532212885154,0.9989648033126294,0.9989648033126294,17.012542798525892,31.622776601683793,3.5108473962598117
0.5,300,8,1.0,1.0,1.0,5.878016072274912,31.622776601683793,2.255423698129906
0.5,300,9,0.5744535519125683,0.9969262295081966,0.6977459016393442,142.51026703029993,10.0,4.766271094389717
