mu,P,sim,MLE_BAC,MLE_acc1,MLE_acc2,MLE_state0_mean,MLE_state1_mean,MLE_q12,MLE_q21,MLEK_BAC,MLEK_acc1,MLEK_acc2,MLEK_state0_mean,MLEK_state1_mean,MLEK_q12,MLEK_q21,Jump_BAC,Jump_acc1,Jump_acc2,Jump_state0_mean,Jump_state1_mean,Jump_q12,Jump_q21,Jump_best_lambda,SparseJump_BAC,SparseJump_acc1,SparseJump_acc2,SparseJump_state0_mean,SparseJump_state1_mean,SparseJump_q12,SparseJump_q21,SparseJump_best_lambda,SparseJump_best_kappa,MLEK_state0_mean_error,Jump_state0_mean_error,SparseJump_state0_mean_error,MLEK_state1_mean_error,Jump_state1_mean_error,SparseJump_state1_mean_error,MLEK_acc1_error,Jump_acc1_error,SparseJump_acc1_error,MLEK_acc2_error,Jump_acc2_error,SparseJump_acc2_error,MLEK_BAC_error,Jump_BAC_error,SparseJump_BAC_error
0.02,15,0,0.636,0.636,,0.022821421933183178,0.018808910918976976,0.027472527472527472,0.012618296529968454,0.552,0.552,,0.10356961401094936,-0.07993205136167841,0.4492753623188406,0.5515695067264574,1.0,1.0,,0.02136086792401212,,0.0,,49.238826317067414,1.0,1.0,,0.02136086792401212,,0.0,,31.622776601683793,1.0,0.08356961401094935,0.0013608679240121185,0.0013608679240121185,0.05993205136167841,,,0.4402459999999999,0.007754000000000039,0.007754000000000039,,,,0.404806,0.043193999999999955,0.043193999999999955
0.02,15,1,0.5388333122282724,0.5682326621923938,0.5094339622641509,0.03190593929729228,-0.02612386747907372,0.04090909090909091,0.02867383512544803,0.4574944071588367,0.9149888143176734,0.0,0.01276586519533838,-0.07135309374738714,0.0,0.02631578947368421,0.5379257946055465,0.9060402684563759,0.16981132075471697,0.025001715237543933,-0.15763447027081576,0.020089285714285716,0.17647058823529413,2.030917620904737,0.5826474188510404,0.5615212527964206,0.6037735849056604,0.05018478792330386,-0.04589407963725013,0.34317343173431736,0.41228070175438597,1.0,1.0,0.00723413480466162,0.005001715237543933,0.030184787923303858,0.05135309374738714,0.13763447027081577,0.02589407963725013,0.07725718568232653,0.0862057315436241,0.43072474720357934,0.921367,0.7515556792452831,0.3175934150943397,0.49931159284116333,0.4188802053944536,0.3741585811489596
0.02,15,2,0.43979981392961404,0.6604215456674473,0.2191780821917808,0.023539019658919556,0.05869379864517434,0.03254437869822485,0.06832298136645963,0.46894549420936127,0.5269320843091335,0.410958904109589,0.037395771765412075,0.031928286263432595,0.1896551724137931,0.1647940074906367,0.5609701324949472,0.4918032786885246,0.6301369863013698,0.037444306538024684,0.03252900607123553,0.22053231939163498,0.24152542372881355,0.701703828670383,0.5824805107311283,0.9320843091334895,0.2328767123287671,0.031881483809743046,0.06424425210050992,0.0022026431718061676,0.0,10.0,1.8839948757561285,0.017395771765412075,0.017444306538024684,0.011881483809743045,0.0519282862634326,0.052529006071235534,0.08424425210050993,0.46531391569086644,0.5004427213114754,0.060161690866510464,0.510408095890411,0.2912300136986302,0.6884902876712329,0.4878605057906388,0.39583586750505284,0.37432548926887177
0.02,15,3,0.4459183673469388,0.8918367346938776,0.0,-0.0019796228876407204,0.2014490444869834,0.1509433962264151,0.01569506726457399,0.4806122448979592,0.5612244897959183,0.4,-0.0666702215660034,0.13025680450722224,0.7793594306049823,1.0,0.5540816326530612,0.9081632653061225,0.2,0.025576273036519312,-0.03817327145762833,0.02654867256637168,0.2553191489361702,2.030917620904737,0.6622448979591837,0.8244897959183674,0.5,0.007805748365192627,0.07252040489748277,0.06862745098039216,0.3076923076923077,3.1622776601683795,1.2209987189390321,0.0866702215660034,0.0055762730365193115,0.012194251634807373,0.15025680450722223,0.018173271457628332,0.09252040489748277,0.43102151020408164,0.0840827346938775,0.1677562040816326,0.521367,0.7213670000000001,0.42136700000000005,0.47619375510204087,0.40272436734693884,0.2945611020408163
0.02,15,4,0.45198394318357266,0.8451443569553806,0.058823529411764705,0.02507789444880741,0.07192294850780682,0.06466512702078522,0.42424242424242425,0.5253093363329584,0.6220472440944882,0.42857142857142855,0.05218217536950902,-0.0014607317712953024,0.4901315789473684,0.7692307692307693,0.5626392289199145,0.46981627296587924,0.6554621848739496,0.13156885777111368,-0.04755152827624051,0.4050179211469534,0.5136363636363637,0.0837677640068292,0.5276913915172368,0.5511811023622047,0.5042016806722689,0.08121507489364517,-0.02690967252854063,0.46096654275092935,0.5347826086956522,0.1,1.2209987189390321,0.032182175369509014,0.11156885777111368,0.061215074893645166,0.0185392682287047,0.027551528276240512,0.00690967252854063,0.37019875590551177,0.5224297270341207,0.4410648976377952,0.4927955714285715,0.26590481512605046,0.41716531932773115,0.43149666366704165,0.3941667710800856,0.4291146084827633
0.02,15,5,0.5509341075485988,0.7489270386266095,0.35294117647058826,0.043920791601545786,0.030035991809308334,0.01891891891891892,0.05426356589147287,0.5230371118404443,0.6931330472103004,0.35294117647058826,0.05982257474680879,-0.003029236516611417,0.36129032258064514,0.16279069767441862,0.5284019187073972,0.703862660944206,0.35294117647058826,0.017499544344614783,0.0936294407130606,0.17765042979942694,0.41333333333333333,0.701703828670383,0.5713834890179248,0.4957081545064378,0.6470588235294118,0.1004827189569776,-0.016529354392884416,0.4357976653696498,0.45867768595041325,0.31622776601683794,1.2209987189390321,0.039822574746808795,0.002500455655385217,0.0804827189569776,0.016970763483388582,0.11362944071306061,0.003470645607115585,0.2991129527896995,0.28838333905579394,0.49653784549356217,0.5684258235294117,0.5684258235294117,0.27430817647058825,0.4337688881595557,0.4284040812926029,0.38542251098207525
0.02,15,6,0.6142857142857143,0.7285714285714285,0.5,0.0396210755516696,-0.00330411568802144,0.019390581717451522,0.050724637681159424,0.5051020408163266,0.9102040816326531,0.1,0.04095542512655473,-0.10550793439611039,1.0,0.09691629955947137,0.7020408163265306,0.5040816326530613,0.9,0.146192737411609,-0.0887656249734984,0.4523809523809524,0.4574898785425101,0.24244620170823283,0.7020408163265306,0.5040816326530613,0.9,0.11243329964767784,-0.05554205130105821,0.5,0.5060728744939271,0.1,1.2209987189390321,0.020955425126554728,0.126192737411609,0.09243329964767784,0.08550793439611039,0.06876562497349839,0.03554205130105821,0.08204191836734687,0.4881643673469387,0.4881643673469387,0.8213670000000001,0.021367000000000025,0.021367000000000025,0.45170395918367345,0.25476518367346945,0.25476518367346945
0.02,15,7,0.8488612836438924,0.6977225672877847,1.0,0.002349415332571097,0.017410906384276434,0.01483679525222552,0.024691358024691357,0.48264523200584586,0.7888198757763976,0.17647058823529413,-0.01643725945383007,0.09640426849501328,1.0,0.26649746192893403,0.5,1.0,0.0,0.007259461415427039,,0.0,,17.012542798525892,0.9927536231884058,0.9855072463768116,1.0,0.0035446278540892076,0.080936993715294,0.0021008403361344537,0.0,10.0,1.8839948757561285,0.03643725945383007,0.012740538584572962,0.016455372145910793,0.11640426849501329,,0.10093699371529401,0.2034261242236024,0.007754000000000039,0.0067387536231883205,0.7448964117647059,0.921367,0.07863299999999995,0.4741607679941542,0.45680600000000005,0.03594762318840572
0.02,15,8,0.6792275202279783,0.8468271334792122,0.5116279069767442,-0.004105185444829715,0.036477384111363476,0.14130434782608695,0.029484029484029485,0.530838125286245,0.5733041575492341,0.4883720930232558,0.007497024639361713,-0.0020747746334435816,0.4154929577464789,0.5488372093023256,0.566637830135871,0.8774617067833698,0.2558139534883721,0.002273610958806024,0.01039597211331201,0.02546296296296296,0.1791044776119403,2.030917620904737,0.60307363492952,0.5317286652078774,0.6744186046511628,-0.04425485283568142,0.0537222257429014,0.328125,0.3497942386831276,1.0,1.0,0.012502975360638288,0.017726389041193977,0.06425485283568141,0.01792522536655642,0.030395972113312013,0.0737222257429014,0.4189418424507658,0.1147842932166302,0.46051733479212253,0.43299490697674425,0.6655530465116279,0.24694839534883728,0.4259678747137551,0.39016816986412906,0.35373236507048
0.02,15,9,0.7653061224489797,0.5306122448979592,1.0,0.026055427467976462,0.024823238547850467,0.046153846153846156,0.04602510460251046,0.536734693877551,0.573469387755102,0.5,0.037214660942090805,0.009759791419252444,0.971830985915493,0.7272727272727273,0.5744897959183674,0.5489795918367347,0.6,-0.034783601282374045,0.09792031516848505,0.4007352941176471,0.4845814977973568,0.0837677640068292,0.5612244897959184,0.5224489795918368,0.6,-0.047862369527076974,0.10490085195915835,0.4594594594594595,0.49583333333333335,0.31622776601683794,1.0,0.017214660942090804,0.05478360128237404,0.06786236952707697,0.029759791419252446,0.11792031516848506,0.12490085195915836,0.41877661224489793,0.44326640816326524,0.4697970204081632,0.42136700000000005,0.32136700000000007,0.32136700000000007,0.42007130612244903,0.3823162040816327,0.3955815102040816
